"Model","File","OldName","NewName","Folder","Description","Candidate","Line"
"Pilotage Mensuelv3.SemanticModel","Pilotage MensuelV3 - Parent\Pilotage Mensuelv3.SemanticModel\definition\tables\Mesure.tmdl","# CA presents","# CA presents","À vérifier","À vérifier avant usage. Cette mesure n'a pas été retrouvée dans les rapports analysés et doit être confirmée avec le métier. Elle est conservée temporairement pour éviter de supprimer un calcul potentiellement utile.","True","762"
"Pilotage Mensuelv3.SemanticModel","Pilotage MensuelV3 - Parent\Pilotage Mensuelv3.SemanticModel\definition\tables\Mesure.tmdl","# Livraisons Mensuelles commerces","# Livraisons Mensuelles commerces","À vérifier","À vérifier avant usage. Cette mesure n'a pas été retrouvée dans les rapports analysés et doit être confirmée avec le métier. Elle est conservée temporairement pour éviter de supprimer un calcul potentiellement utile.","True","1320"
"Pilotage Mensuelv3.SemanticModel","Pilotage MensuelV3 - Parent\Pilotage Mensuelv3.SemanticModel\definition\tables\Mesure.tmdl","# Logements contractés","# Logements contractés","À vérifier","À vérifier avant usage. Cette mesure n'a pas été retrouvée dans les rapports analysés et doit être confirmée avec le métier. Elle est conservée temporairement pour éviter de supprimer un calcul potentiellement utile.","True","3260"
"Pilotage Mensuelv3.SemanticModel","Pilotage MensuelV3 - Parent\Pilotage Mensuelv3.SemanticModel\definition\tables\Mesure.tmdl","# Logements vacants m-1","# Logements vacants m-1","À vérifier","À vérifier avant usage. Cette mesure n'a pas été retrouvée dans les rapports analysés et doit être confirmée avec le métier. Elle est conservée temporairement pour éviter de supprimer un calcul potentiellement utile.","True","2369"
"Pilotage Mensuelv3.SemanticModel","Pilotage MensuelV3 - Parent\Pilotage Mensuelv3.SemanticModel\definition\tables\Mesure.tmdl","# Sorties YTD LY","# Sorties YTD LY","À vérifier","À vérifier avant usage. Cette mesure n'a pas été retrouvée dans les rapports analysés et doit être confirmée avec le métier. Elle est conservée temporairement pour éviter de supprimer un calcul potentiellement utile.","True","4018"
"Pilotage Mensuelv3.SemanticModel","Pilotage MensuelV3 - Parent\Pilotage Mensuelv3.SemanticModel\definition\tables\Mesure.tmdl","# UG M1","# UG M1","À vérifier","À vérifier avant usage. Cette mesure n'a pas été retrouvée dans les rapports analysés et doit être confirmée avec le métier. Elle est conservée temporairement pour éviter de supprimer un calcul potentiellement utile.","True","57"
"Pilotage Mensuelv3.SemanticModel","Pilotage MensuelV3 - Parent\Pilotage Mensuelv3.SemanticModel\definition\tables\Mesure.tmdl","% Entrées Salariés","% Entrées Salariés","À vérifier","À vérifier avant usage. Cette mesure n'a pas été retrouvée dans les rapports analysés et doit être confirmée avec le métier. Elle est conservée temporairement pour éviter de supprimer un calcul potentiellement utile.","True","472"
"Pilotage Mensuelv3.SemanticModel","Pilotage MensuelV3 - Parent\Pilotage Mensuelv3.SemanticModel\definition\tables\Mesure.tmdl","% quittançable TTC","% quittançable TTC","À vérifier","À vérifier avant usage. Cette mesure n'a pas été retrouvée dans les rapports analysés et doit être confirmée avec le métier. Elle est conservée temporairement pour éviter de supprimer un calcul potentiellement utile.","True","3419"
"Pilotage Mensuelv3.SemanticModel","Pilotage MensuelV3 - Parent\Pilotage Mensuelv3.SemanticModel\definition\tables\Mesure.tmdl","% Tx Vac Comm Fi mensuelle","% Tx Vac Comm Fi mensuelle","À vérifier","À vérifier avant usage. Cette mesure n'a pas été retrouvée dans les rapports analysés et doit être confirmée avec le métier. Elle est conservée temporairement pour éviter de supprimer un calcul potentiellement utile.","True","581"
"Pilotage Mensuelv3.SemanticModel","Pilotage MensuelV3 - Parent\Pilotage Mensuelv3.SemanticModel\definition\tables\Mesure.tmdl","% Tx Vac Strat Fi mensuelle","% Tx Vac Strat Fi mensuelle","À vérifier","À vérifier avant usage. Cette mesure n'a pas été retrouvée dans les rapports analysés et doit être confirmée avec le métier. Elle est conservée temporairement pour éviter de supprimer un calcul potentiellement utile.","True","545"
"Pilotage Mensuelv3.SemanticModel","Pilotage MensuelV3 - Parent\Pilotage Mensuelv3.SemanticModel\definition\tables\Mesure.tmdl","% Tx Vac Tech Fi mensuelle","% Tx Vac Tech Fi mensuelle","À vérifier","À vérifier avant usage. Cette mesure n'a pas été retrouvée dans les rapports analysés et doit être confirmée avec le métier. Elle est conservée temporairement pour éviter de supprimer un calcul potentiellement utile.","True","564"
"Pilotage Mensuelv3.SemanticModel","Pilotage MensuelV3 - Parent\Pilotage Mensuelv3.SemanticModel\definition\tables\Mesure.tmdl","% tximpaye M Operation","% tximpaye M Operation","À vérifier","À vérifier avant usage. Cette mesure n'a pas été retrouvée dans les rapports analysés et doit être confirmée avec le métier. Elle est conservée temporairement pour éviter de supprimer un calcul potentiellement utile.","True","183"
"Pilotage Mensuelv3.SemanticModel","Pilotage MensuelV3 - Parent\Pilotage Mensuelv3.SemanticModel\definition\tables\Mesure.tmdl","% txrecouv Hpp M operation","% txrecouv Hpp M operation","À vérifier","À vérifier avant usage. Cette mesure n'a pas été retrouvée dans les rapports analysés et doit être confirmée avec le métier. Elle est conservée temporairement pour éviter de supprimer un calcul potentiellement utile.","True","117"
"Pilotage Mensuelv3.SemanticModel","Pilotage MensuelV3 - Parent\Pilotage Mensuelv3.SemanticModel\definition\tables\Mesure.tmdl","% txrecouv Hpp YTD operation","% txrecouv Hpp YTD operation","À vérifier","À vérifier avant usage. Cette mesure n'a pas été retrouvée dans les rapports analysés et doit être confirmée avec le métier. Elle est conservée temporairement pour éviter de supprimer un calcul potentiellement utile.","True","161"
"Pilotage Mensuelv3.SemanticModel","Pilotage MensuelV3 - Parent\Pilotage Mensuelv3.SemanticModel\definition\tables\Mesure.tmdl","% txrecouv M operation","% txrecouv M operation","À vérifier","À vérifier avant usage. Cette mesure n'a pas été retrouvée dans les rapports analysés et doit être confirmée avec le métier. Elle est conservée temporairement pour éviter de supprimer un calcul potentiellement utile.","True","100"
"Pilotage Mensuelv3.SemanticModel","Pilotage MensuelV3 - Parent\Pilotage Mensuelv3.SemanticModel\definition\tables\Mesure.tmdl","% txrecouv YTD operation","% txrecouv YTD operation","À vérifier","À vérifier avant usage. Cette mesure n'a pas été retrouvée dans les rapports analysés et doit être confirmée avec le métier. Elle est conservée temporairement pour éviter de supprimer un calcul potentiellement utile.","True","139"
"Pilotage Mensuelv3.SemanticModel","Pilotage MensuelV3 - Parent\Pilotage Mensuelv3.SemanticModel\definition\tables\Mesure.tmdl","% Vac strat","% Vac strat","À vérifier","À vérifier avant usage. Cette mesure n'a pas été retrouvée dans les rapports analysés et doit être confirmée avec le métier. Elle est conservée temporairement pour éviter de supprimer un calcul potentiellement utile.","True","1518"
"Pilotage Mensuelv3.SemanticModel","Pilotage MensuelV3 - Parent\Pilotage Mensuelv3.SemanticModel\definition\tables\Mesure.tmdl","% Vacance Financière Commerces M","% Vacance Financière Commerces M","À vérifier","À vérifier avant usage. Cette mesure n'a pas été retrouvée dans les rapports analysés et doit être confirmée avec le métier. Elle est conservée temporairement pour éviter de supprimer un calcul potentiellement utile.","True","4347"
"Pilotage Mensuelv3.SemanticModel","Pilotage MensuelV3 - Parent\Pilotage Mensuelv3.SemanticModel\definition\tables\Mesure.tmdl","% Vacance Financière Commerces YTD","% Vacance Financière Commerces YTD","À vérifier","À vérifier avant usage. Cette mesure n'a pas été retrouvée dans les rapports analysés et doit être confirmée avec le métier. Elle est conservée temporairement pour éviter de supprimer un calcul potentiellement utile.","True","4341"
"Pilotage Mensuelv3.SemanticModel","Pilotage MensuelV3 - Parent\Pilotage Mensuelv3.SemanticModel\definition\tables\Mesure.tmdl","% Vacance Financière Commerciale Commerces YTD","% Vacance Financière Commerciale Commerces YTD","À vérifier","À vérifier avant usage. Cette mesure n'a pas été retrouvée dans les rapports analysés et doit être confirmée avec le métier. Elle est conservée temporairement pour éviter de supprimer un calcul potentiellement utile.","True","4329"
"Pilotage Mensuelv3.SemanticModel","Pilotage MensuelV3 - Parent\Pilotage Mensuelv3.SemanticModel\definition\tables\Mesure.tmdl","% Vacance Financière Stratégique Commerces YTD","% Vacance Financière Stratégique Commerces YTD","À vérifier","À vérifier avant usage. Cette mesure n'a pas été retrouvée dans les rapports analysés et doit être confirmée avec le métier. Elle est conservée temporairement pour éviter de supprimer un calcul potentiellement utile.","True","4335"
"Pilotage Mensuelv3.SemanticModel","Pilotage MensuelV3 - Parent\Pilotage Mensuelv3.SemanticModel\definition\tables\Mesure.tmdl","% Vacance globale commerces et logements HC YTD","% Vacance globale commerces et logements HC YTD","À vérifier","À vérifier avant usage. Cette mesure n'a pas été retrouvée dans les rapports analysés et doit être confirmée avec le métier. Elle est conservée temporairement pour éviter de supprimer un calcul potentiellement utile.","True","4497"
"Pilotage Mensuelv3.SemanticModel","Pilotage MensuelV3 - Parent\Pilotage Mensuelv3.SemanticModel\definition\tables\Mesure.tmdl","€ Quittancement logements et commerces M HC","€ Quittancement logements et commerces M HC","À vérifier","À vérifier avant usage. Cette mesure n'a pas été retrouvée dans les rapports analysés et doit être confirmée avec le métier. Elle est conservée temporairement pour éviter de supprimer un calcul potentiellement utile.","True","4469"
"Pilotage Mensuelv3.SemanticModel","Pilotage MensuelV3 - Parent\Pilotage Mensuelv3.SemanticModel\definition\tables\Mesure.tmdl","€ Quittancement logements et commerces YTD HC","€ Quittancement logements et commerces YTD HC","À vérifier","À vérifier avant usage. Cette mesure n'a pas été retrouvée dans les rapports analysés et doit être confirmée avec le métier. Elle est conservée temporairement pour éviter de supprimer un calcul potentiellement utile.","True","4476"
"Pilotage Mensuelv3.SemanticModel","Pilotage MensuelV3 - Parent\Pilotage Mensuelv3.SemanticModel\definition\tables\Mesure.tmdl","€ Quittancement YTD M-1","€ Quittancement YTD M-1","À vérifier","À vérifier avant usage. Cette mesure n'a pas été retrouvée dans les rapports analysés et doit être confirmée avec le métier. Elle est conservée temporairement pour éviter de supprimer un calcul potentiellement utile.","True","4549"
"Pilotage Mensuelv3.SemanticModel","Pilotage MensuelV3 - Parent\Pilotage Mensuelv3.SemanticModel\definition\tables\Mesure.tmdl","€ Total Vacance M UG","€ Total Vacance M UG","À vérifier","À vérifier avant usage. Cette mesure n'a pas été retrouvée dans les rapports analysés et doit être confirmée avec le métier. Elle est conservée temporairement pour éviter de supprimer un calcul potentiellement utile.","True","444"
"Pilotage Mensuelv3.SemanticModel","Pilotage MensuelV3 - Parent\Pilotage Mensuelv3.SemanticModel\definition\tables\Mesure.tmdl","Absenteisme :","Absenteisme :","À vérifier","À vérifier avant usage. Cette mesure n'a pas été retrouvée dans les rapports analysés et doit être confirmée avec le métier. Elle est conservée temporairement pour éviter de supprimer un calcul potentiellement utile.","True","2060"
"Pilotage Mensuelv3.SemanticModel","Pilotage MensuelV3 - Parent\Pilotage Mensuelv3.SemanticModel\definition\tables\Mesure.tmdl","Acquisitions","Acquisitions","À vérifier","À vérifier avant usage. Cette mesure n'a pas été retrouvée dans les rapports analysés et doit être confirmée avec le métier. Elle est conservée temporairement pour éviter de supprimer un calcul potentiellement utile.","True","2018"
"Pilotage Mensuelv3.SemanticModel","Pilotage MensuelV3 - Parent\Pilotage Mensuelv3.SemanticModel\definition\tables\Mesure.tmdl","Affaires économiques sociales et familiales","Affaires économiques sociales et familiales","À vérifier","À vérifier avant usage. Cette mesure n'a pas été retrouvée dans les rapports analysés et doit être confirmée avec le métier. Elle est conservée temporairement pour éviter de supprimer un calcul potentiellement utile.","True","2178"
"Pilotage Mensuelv3.SemanticModel","Pilotage MensuelV3 - Parent\Pilotage Mensuelv3.SemanticModel\definition\tables\Mesure.tmdl","Affaires traitées","Affaires traitées","À vérifier","À vérifier avant usage. Cette mesure n'a pas été retrouvée dans les rapports analysés et doit être confirmée avec le métier. Elle est conservée temporairement pour éviter de supprimer un calcul potentiellement utile.","True","2172"
"Pilotage Mensuelv3.SemanticModel","Pilotage MensuelV3 - Parent\Pilotage Mensuelv3.SemanticModel\definition\tables\Mesure.tmdl","Agréments","Agréments","À vérifier","À vérifier avant usage. Cette mesure n'a pas été retrouvée dans les rapports analysés et doit être confirmée avec le métier. Elle est conservée temporairement pour éviter de supprimer un calcul potentiellement utile.","True","2108"
"Pilotage Mensuelv3.SemanticModel","Pilotage MensuelV3 - Parent\Pilotage Mensuelv3.SemanticModel\definition\tables\Mesure.tmdl","Agréments Réhab","Agréments Réhab","À vérifier","À vérifier avant usage. Cette mesure n'a pas été retrouvée dans les rapports analysés et doit être confirmée avec le métier. Elle est conservée temporairement pour éviter de supprimer un calcul potentiellement utile.","True","2184"
